,opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,time_taken
1975,G3SJ8X1K,Violet Mclelland,MG Advanced,,Engaging,2017-03-31,,,0
1976,1WSLRC69,Zane Levy,GTX Basic,Dalttechnology,Won,2017-03-31,2017-04-06,430.0,6 days 00:00:00
1977,ZZJ4I52J,Anna Snelling,GTX Basic,Hottechi,Won,2017-04-01,2017-05-05,518.0,34 days 00:00:00
1978,IGVGV1O5,Boris Faz,GTX Plus Basic,Umbrella Corporation,Lost,2017-04-01,2017-04-12,0.0,11 days 00:00:00
1979,JW4Q5F4Z,Cassey Cress,MG Special,,Engaging,2017-04-01,,,0
1980,O5OCDKVH,Corliss Cosme,GTX Plus Basic,Zotware,Lost,2017-04-01,2017-04-11,0.0,10 days 00:00:00
1981,KKRJ6TBY,Daniell Hammack,GTXPro,Scotfind,Engaging,2017-04-01,,,0
1982,TNUCQKW6,Daniell Hammack,GTXPro,Massive Dynamic,Lost,2017-04-01,2017-04-03,0.0,2 days 00:00:00
1983,T4NRIY5R,Darcel Schlecht,GTX Plus Pro,Bioholding,Won,2017-04-01,2017-04-08,5798.0,7 days 00:00:00
1984,5PA21ZHE,Darcel Schlecht,GTXPro,Betatech,Won,2017-04-01,2017-04-10,4685.0,9 days 00:00:00
1985,MCR8YCCY,Darcel Schlecht,MG Advanced,Genco Pura Olive Oil Company,Won,2017-04-01,2017-06-17,3228.0,77 days 00:00:00
1986,N4PVP6C0,Donn Cantrell,GTX Basic,Initech,Lost,2017-04-01,2017-04-03,0.0,2 days 00:00:00
1987,8INCUUGJ,Elease Gluck,GTX Basic,Plexzap,Won,2017-04-01,2017-06-22,452.0,82 days 00:00:00
1988,CKSNW8DU,Gladys Colclough,GTX Plus Basic,Condax,Lost,2017-04-01,2017-04-11,0.0,10 days 00:00:00
1989,MIY4MF3R,Hayden Neloms,MG Advanced,,Engaging,2017-04-01,,,0
1990,JFB4WY8C,Jonathan Berthelot,GTX Basic,Dontechi,Won,2017-04-01,2017-04-08,565.0,7 days 00:00:00
1991,BP7JRV1O,Jonathan Berthelot,GTX Plus Basic,Warephase,Won,2017-04-01,2017-06-05,1184.0,65 days 00:00:00
1992,OREPAY0O,Kami Bicknell,GTX Plus Basic,Hatfan,Won,2017-04-01,2017-06-22,1150.0,82 days 00:00:00
1993,YLK0MRJ3,Kary Hendrixson,GTX Basic,Iselectrics,Engaging,2017-04-01,,,0
1994,XBSZ29VJ,Kary Hendrixson,GTX Plus Basic,Singletechno,Won,2017-04-01,2017-05-24,1110.0,53 days 00:00:00
1995,8BRN98H6,Lajuana Vencill,MG Advanced,Zumgoity,Lost,2017-04-01,2017-04-10,0.0,9 days 00:00:00
1996,VZS17M7X,Markita Hansen,MG Advanced,J-Texon,Won,2017-04-01,2017-04-06,3817.0,5 days 00:00:00
1997,49USIHDH,Marty Freudenburg,MG Advanced,Rundofase,Lost,2017-04-01,2017-04-10,0.0,9 days 00:00:00
1998,A89TBOY5,Moses Frase,MG Advanced,Bioholding,Lost,2017-04-01,2017-04-06,0.0,5 days 00:00:00
1999,26XU4887,Niesha Huffines,GTX Basic,Hottechi,Won,2017-04-01,2017-04-10,531.0,9 days 00:00:00
2000,QQTQFG9A,Reed Clapper,GTX Plus Pro,The New York Inquirer,Lost,2017-04-01,2017-04-04,0.0,3 days 00:00:00
2001,7O00H1TC,Reed Clapper,MG Advanced,Ontomedia,Lost,2017-04-01,2017-04-02,0.0,1 days 00:00:00
2002,LGTIXQ46,Rosalina Dieter,MG Special,Blackzim,Won,2017-04-01,2017-04-07,51.0,6 days 00:00:00
2003,H6I16U57,Rosie Papadopoulos,MG Advanced,Sunnamplex,Engaging,2017-04-01,,,0
2004,KJBYGG1S,Rosie Papadopoulos,GTXPro,Mathtouch,Won,2017-04-01,2017-05-12,5106.0,41 days 00:00:00
2005,IXBUR07V,Versie Hillebrand,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-04-01,2017-04-13,0.0,12 days 00:00:00
2006,B6UWHOD4,Versie Hillebrand,MG Special,Stanredtax,Won,2017-04-01,2017-04-02,60.0,1 days 00:00:00
2007,20CVXRTX,Vicki Laflamme,GTXPro,Kinnamplus,Engaging,2017-04-01,,,0
2008,FJ6QV5XK,Vicki Laflamme,GTXPro,Y-corporation,Lost,2017-04-01,2017-04-09,0.0,8 days 00:00:00
2009,4DUMR5WD,Wilburn Farren,GTX Plus Pro,Zotware,Lost,2017-04-01,2017-04-09,0.0,8 days 00:00:00
2010,AW3L4BTT,Zane Levy,GTX Plus Basic,Hottechi,Lost,2017-04-01,2017-04-02,0.0,1 days 00:00:00
2011,RH805ELL,Zane Levy,GTXPro,Hatfan,Won,2017-04-01,2017-06-29,5079.0,89 days 00:00:00
2012,7RI58VF7,Anna Snelling,GTX Basic,Streethex,Won,2017-04-02,2017-06-20,460.0,79 days 00:00:00
2013,VK9KN5PT,Boris Faz,MG Advanced,,Engaging,2017-04-02,,,0
2014,R15SXOZA,Boris Faz,GTX Plus Basic,Iselectrics,Lost,2017-04-02,2017-06-24,0.0,83 days 00:00:00
2015,H00Y9555,Cecily Lampkin,MG Advanced,Domzoom,Won,2017-04-02,2017-04-10,3343.0,8 days 00:00:00
2016,RJYMI03Q,Corliss Cosme,GTX Plus Pro,Xx-zobam,Won,2017-04-02,2017-05-28,5125.0,56 days 00:00:00
2017,5PJJCTJ9,Darcel Schlecht,MG Advanced,Bioholding,Won,2017-04-02,2017-04-11,3263.0,9 days 00:00:00
2018,J60KKQ4B,Elease Gluck,GTX Plus Basic,Fasehatice,Won,2017-04-02,2017-04-08,976.0,6 days 00:00:00
2019,X2QRD0DC,Garret Kinder,GTXPro,Plussunin,Won,2017-04-02,2017-04-09,4746.0,7 days 00:00:00
2020,4KIZ9WJ0,Gladys Colclough,GTX Plus Basic,Conecom,Lost,2017-04-02,2017-04-03,0.0,1 days 00:00:00
2021,6RQCLF28,Gladys Colclough,GTX Basic,Codehow,Won,2017-04-02,2017-04-11,507.0,9 days 00:00:00
2022,DQ7GS2BN,James Ascencio,GTX Plus Pro,,Engaging,2017-04-02,,,0
2023,T8WC5X1B,James Ascencio,GTX Basic,Konex,Lost,2017-04-02,2017-04-14,0.0,12 days 00:00:00
2024,HO6M5P37,James Ascencio,GTXPro,Fasehatice,Won,2017-04-02,2017-04-09,5693.0,7 days 00:00:00
2025,D5VY17OP,Kami Bicknell,GTXPro,,Engaging,2017-04-02,,,0
2026,0J21WQH1,Kami Bicknell,GTX Plus Basic,Fasehatice,Lost,2017-04-02,2017-04-14,0.0,12 days 00:00:00
2027,N88UFF5K,Kary Hendrixson,GTX Basic,Labdrill,Lost,2017-04-02,2017-04-03,0.0,1 days 00:00:00
2028,OV08QE7X,Kary Hendrixson,GTX Basic,Cheers,Won,2017-04-02,2017-04-10,488.0,8 days 00:00:00
2029,WJLJIWYS,Kary Hendrixson,GTX Basic,Rantouch,Won,2017-04-02,2017-05-20,605.0,48 days 00:00:00
2030,BED55OSG,Markita Hansen,GTXPro,,Engaging,2017-04-02,,,0
2031,QJ25CASO,Markita Hansen,GTX Plus Pro,Xx-holding,Lost,2017-04-02,2017-05-15,0.0,43 days 00:00:00
2032,GJQXUDI3,Marty Freudenburg,GTX Plus Basic,Funholding,Won,2017-04-02,2017-04-11,949.0,9 days 00:00:00
2033,OOGOZGGV,Maureen Marcano,GTX Plus Basic,Faxquote,Won,2017-04-02,2017-04-04,882.0,2 days 00:00:00
2034,C9XJ9KHD,Maureen Marcano,GTX Plus Basic,Goodsilron,Won,2017-04-02,2017-06-22,1096.0,81 days 00:00:00
2035,IWAKTMEB,Reed Clapper,GTX Basic,Donware,Lost,2017-04-02,2017-04-10,0.0,8 days 00:00:00
2036,AKT5EF0X,Reed Clapper,GTX Basic,Donware,Won,2017-04-02,2017-08-04,572.0,124 days 00:00:00
2037,89064N0X,Rosie Papadopoulos,MG Advanced,Bluth Company,Lost,2017-04-02,2017-04-07,0.0,5 days 00:00:00
2038,V7YVW4U0,Rosie Papadopoulos,GTXPro,Kinnamplus,Won,2017-04-02,2017-04-12,3731.0,10 days 00:00:00
2039,TBJ99S41,Versie Hillebrand,MG Special,Konmatfix,Lost,2017-04-02,2017-04-12,0.0,10 days 00:00:00
2040,QWLH0WD8,Zane Levy,GTX Plus Basic,Hottechi,Won,2017-04-02,2017-06-13,1214.0,72 days 00:00:00
2041,JZTX4MXK,Zane Levy,GTXPro,Sunnamplex,Won,2017-04-02,2017-04-03,4444.0,1 days 00:00:00
2042,4AHNCJ2Y,Anna Snelling,GTX Basic,Rangreen,Won,2017-04-03,2017-06-27,524.0,85 days 00:00:00
2043,H5VBBEVI,Cassey Cress,GTX Plus Basic,,Engaging,2017-04-03,,,0
2044,MB7G8DWS,Cassey Cress,GTX Plus Pro,,Engaging,2017-04-03,,,0
2045,JK75NQBD,Cassey Cress,GTX Plus Basic,Bubba Gump,Won,2017-04-03,2017-05-20,997.0,47 days 00:00:00
2046,U1BDEL90,Corliss Cosme,MG Advanced,Betasoloin,Won,2017-04-03,2017-04-10,2794.0,7 days 00:00:00
2047,A9C9YCSN,Darcel Schlecht,MG Special,Rangreen,Won,2017-04-03,2017-04-09,53.0,6 days 00:00:00
2048,524GC3WL,Darcel Schlecht,MG Advanced,Globex Corporation,Won,2017-04-03,2017-04-13,3141.0,10 days 00:00:00
2049,T4ZW6SS4,Donn Cantrell,MG Special,Silis,Lost,2017-04-03,2017-04-15,0.0,12 days 00:00:00
2050,FH4VP5CL,Donn Cantrell,GTX Plus Basic,Bioplex,Won,2017-04-03,2017-06-26,1109.0,84 days 00:00:00
2051,K9MMOXUC,Donn Cantrell,GTX Plus Pro,Iselectrics,Won,2017-04-03,2017-04-14,5691.0,11 days 00:00:00
2052,2HS1C21I,Elease Gluck,GTXPro,,Engaging,2017-04-03,,,0
2053,LV5SEMZQ,Elease Gluck,MG Special,Nam-zim,Won,2017-04-03,2017-04-07,52.0,4 days 00:00:00
2054,50B2JN7F,Gladys Colclough,MG Special,Hottechi,Lost,2017-04-03,2017-04-10,0.0,7 days 00:00:00
2055,JXS3KFKM,Gladys Colclough,GTX Basic,Betatech,Won,2017-04-03,2017-04-05,532.0,2 days 00:00:00
2056,QODSAVWU,Gladys Colclough,GTXPro,Isdom,Won,2017-04-03,2017-04-04,5615.0,1 days 00:00:00
2057,Q2BB73WT,Hayden Neloms,GTX Plus Basic,,Engaging,2017-04-03,,,0
2058,UH3P961U,James Ascencio,GTX Basic,Goodsilron,Lost,2017-04-03,2017-04-04,0.0,1 days 00:00:00
2059,3BQTRX5Y,Kami Bicknell,GTXPro,Faxquote,Lost,2017-04-03,2017-05-26,0.0,53 days 00:00:00
2060,YTL8VNGT,Kami Bicknell,GTX Basic,J-Texon,Won,2017-04-03,2017-04-12,565.0,9 days 00:00:00
2061,BL4SKUCN,Lajuana Vencill,GTX Basic,Ron-tech,Lost,2017-04-03,2017-04-11,0.0,8 days 00:00:00
2062,8TRT2HNF,Markita Hansen,GTX Basic,Green-Plus,Engaging,2017-04-03,,,0
2063,ZLN48IIP,Markita Hansen,GTX Basic,Iselectrics,Engaging,2017-04-03,,,0
2064,W355HYRD,Reed Clapper,GTXPro,Gekko & Co,Lost,2017-04-03,2017-04-05,0.0,2 days 00:00:00
2065,5UE0TE1R,Reed Clapper,GTXPro,Yearin,Won,2017-04-03,2017-04-14,3991.0,11 days 00:00:00
2066,RFNRVNXJ,Rosie Papadopoulos,GTXPro,Kinnamplus,Won,2017-04-03,2017-05-20,5763.0,47 days 00:00:00
2067,UTZDDOU7,Versie Hillebrand,MG Special,Conecom,Lost,2017-04-03,2017-04-14,0.0,11 days 00:00:00
2068,HVT28XPH,Vicki Laflamme,MG Special,,Engaging,2017-04-03,,,0
2069,2ZXKC707,Vicki Laflamme,MG Advanced,Cheers,Lost,2017-04-03,2017-04-11,0.0,8 days 00:00:00
2070,VNCFE4LQ,Vicki Laflamme,GTX Basic,J-Texon,Won,2017-04-03,2017-04-15,456.0,12 days 00:00:00
2071,VM0MHPAO,Wilburn Farren,MG Special,,Engaging,2017-04-03,,,0
2072,28QWFYSP,Wilburn Farren,MG Special,Bluth Company,Lost,2017-04-03,2017-04-05,0.0,2 days 00:00:00
2073,VIV0OXU6,Anna Snelling,GTX Basic,Domzoom,Won,2017-04-04,2017-04-11,582.0,7 days 00:00:00
2074,KVF0HK8S,Anna Snelling,MG Special,Domzoom,Won,2017-04-04,2017-04-12,59.0,8 days 00:00:00
2075,JLT2LLR3,Boris Faz,MG Advanced,Donquadtech,Won,2017-04-04,2017-04-09,3259.0,5 days 00:00:00
2076,LXZD2PZD,Corliss Cosme,GTX Plus Pro,,Engaging,2017-04-04,,,0
2077,2LF1TSPZ,Corliss Cosme,GTX Basic,Ganjaflex,Lost,2017-04-04,2017-05-10,0.0,36 days 00:00:00
2078,FBJHTF91,Corliss Cosme,GTX Plus Basic,Kan-code,Lost,2017-04-04,2017-04-11,0.0,7 days 00:00:00
2079,Z50GQV8I,Corliss Cosme,GTX Basic,Vehement Capital Partners,Won,2017-04-04,2017-04-11,593.0,7 days 00:00:00
2080,O2CPAAF0,Corliss Cosme,GTXPro,Plussunin,Won,2017-04-04,2017-06-26,5197.0,83 days 00:00:00
2081,CEOTU8PX,Darcel Schlecht,GTXPro,dambase,Lost,2017-04-04,2017-04-15,0.0,11 days 00:00:00
2082,2S3DHZFO,Darcel Schlecht,GTXPro,Konmatfix,Lost,2017-04-04,2017-06-21,0.0,78 days 00:00:00
2083,ZE1ZKD7Q,Darcel Schlecht,MG Special,Statholdings,Lost,2017-04-04,2017-04-12,0.0,8 days 00:00:00
2084,Y9XOOWHS,Darcel Schlecht,MG Advanced,Finhigh,Won,2017-04-04,2017-06-18,3031.0,75 days 00:00:00
2085,5FIGO7XN,Donn Cantrell,GTXPro,Gekko & Co,Lost,2017-04-04,2017-04-15,0.0,11 days 00:00:00
2086,EFO8XWXE,Donn Cantrell,GTXPro,Zencorporation,Won,2017-04-04,2017-05-25,5244.0,51 days 00:00:00
2087,BPOTQCFG,Elease Gluck,MG Special,,Engaging,2017-04-04,,,0
2088,62R8ERQ0,Elease Gluck,MG Special,Green-Plus,Lost,2017-04-04,2017-04-10,0.0,6 days 00:00:00
2089,HYCELUAD,Garret Kinder,GTX Plus Pro,Ontomedia,Won,2017-04-04,2017-06-20,5946.0,77 days 00:00:00
2090,MJZP9WYC,Hayden Neloms,GTX Plus Basic,Golddex,Lost,2017-04-04,2017-04-08,0.0,4 days 00:00:00
2091,JNYS6BIJ,James Ascencio,GTX Plus Pro,Labdrill,Lost,2017-04-04,2017-04-11,0.0,7 days 00:00:00
2092,LUT9KYJA,James Ascencio,GTXPro,Singletechno,Won,2017-04-04,2017-06-06,4335.0,63 days 00:00:00
2093,DIWC1AHU,Jonathan Berthelot,GTX Plus Pro,Finhigh,Lost,2017-04-04,2017-04-06,0.0,2 days 00:00:00
2094,ILYP3YGW,Jonathan Berthelot,GTXPro,Konmatfix,Won,2017-04-04,2017-04-06,5063.0,2 days 00:00:00
2095,0XC4DR3F,Jonathan Berthelot,GTXPro,Streethex,Won,2017-04-04,2017-04-10,5032.0,6 days 00:00:00
2096,3ZM8BJQO,Kami Bicknell,GTXPro,Labdrill,Won,2017-04-04,2017-05-31,4398.0,57 days 00:00:00
2097,AM5J5QPK,Kami Bicknell,GTXPro,Scotfind,Won,2017-04-04,2017-04-06,4449.0,2 days 00:00:00
2098,DRFUPEOU,Kary Hendrixson,GTX Plus Pro,Blackzim,Lost,2017-04-04,2017-05-10,0.0,36 days 00:00:00
2099,I19TOSXS,Lajuana Vencill,GTX Basic,Treequote,Lost,2017-04-04,2017-04-06,0.0,2 days 00:00:00
2100,DWO4HD34,Lajuana Vencill,MG Advanced,Isdom,Lost,2017-04-04,2017-04-15,0.0,11 days 00:00:00
2101,4YH4JR1Q,Lajuana Vencill,MG Special,Funholding,Won,2017-04-04,2017-05-31,50.0,57 days 00:00:00
2102,XM4VD3NN,Markita Hansen,GTX Plus Basic,,Engaging,2017-04-04,,,0
2103,NUA0OE6Z,Markita Hansen,GTX Basic,Goodsilron,Won,2017-04-04,2017-06-03,605.0,60 days 00:00:00
2104,GDOHDB6U,Markita Hansen,MG Special,Scotfind,Won,2017-04-04,2017-04-08,57.0,4 days 00:00:00
2105,I58DG1XE,Markita Hansen,MG Advanced,Cheers,Won,2017-04-04,2017-06-10,2882.0,67 days 00:00:00
2106,YA3O04NX,Marty Freudenburg,MG Advanced,Gogozoom,Won,2017-04-04,2017-06-05,3011.0,62 days 00:00:00
2107,D62905BC,Maureen Marcano,GTX Plus Pro,,Engaging,2017-04-04,,,0
2108,C2X9D7JO,Maureen Marcano,GTX Plus Basic,Rantouch,Won,2017-04-04,2017-04-11,1181.0,7 days 00:00:00
2109,SBLP2LJB,Niesha Huffines,GTX Plus Basic,Betatech,Won,2017-04-04,2017-06-11,1067.0,68 days 00:00:00
2110,3CWKBXEN,Reed Clapper,GTX Basic,Donquadtech,Lost,2017-04-04,2017-04-13,0.0,9 days 00:00:00
2111,ZG82F4GH,Reed Clapper,GTX Basic,Initech,Lost,2017-04-04,2017-04-09,0.0,5 days 00:00:00
2112,64KS4KGN,Versie Hillebrand,MG Special,Isdom,Won,2017-04-04,2017-04-06,54.0,2 days 00:00:00
2113,637HKAFD,Zane Levy,GTX Basic,Plexzap,Won,2017-04-04,2017-06-29,564.0,86 days 00:00:00
2114,U9E3G8UT,Anna Snelling,GTX Plus Basic,Conecom,Lost,2017-04-05,2017-04-06,0.0,1 days 00:00:00
2115,FB1AO8SL,Anna Snelling,MG Special,Betatech,Won,2017-04-05,2017-04-14,57.0,9 days 00:00:00
2116,79LGX9EX,Cassey Cress,GTXPro,Yearin,Won,2017-04-05,2017-06-30,5558.0,86 days 00:00:00
2117,LOAYKUEO,Cecily Lampkin,GTX Plus Pro,Treequote,Lost,2017-04-05,2017-04-10,0.0,5 days 00:00:00
2118,EM4XNIPW,Corliss Cosme,GTX Basic,Silis,Lost,2017-04-05,2017-04-07,0.0,2 days 00:00:00
2119,E6WG7J0I,Corliss Cosme,GTX Plus Basic,Bubba Gump,Won,2017-04-05,2017-04-10,1083.0,5 days 00:00:00
2120,37FL55S0,Darcel Schlecht,GTXPro,Treequote,Won,2017-04-05,2017-04-06,5647.0,1 days 00:00:00
2121,RSXFS096,Donn Cantrell,GTX Basic,Zencorporation,Lost,2017-04-05,2017-08-07,0.0,124 days 00:00:00
2122,5QSU8PQU,Donn Cantrell,GTXPro,Silis,Won,2017-04-05,2017-06-19,4648.0,75 days 00:00:00
2123,N58V2ML8,Donn Cantrell,MG Special,Plussunin,Won,2017-04-05,2017-04-14,50.0,9 days 00:00:00
2124,SFI9TVH3,Gladys Colclough,MG Advanced,Hottechi,Lost,2017-04-05,2017-04-07,0.0,2 days 00:00:00
2125,0G65AQVC,James Ascencio,GTX Basic,Kan-code,Lost,2017-04-05,2017-05-30,0.0,55 days 00:00:00
2126,F91QWQ1G,James Ascencio,GTXPro,Singletechno,Lost,2017-04-05,2017-04-07,0.0,2 days 00:00:00
2127,XEP9GSSY,Jonathan Berthelot,GTX Basic,dambase,Lost,2017-04-05,2017-08-07,0.0,124 days 00:00:00
2128,0000I7AO,Jonathan Berthelot,GTX Basic,Rangreen,Won,2017-04-05,2017-05-12,505.0,37 days 00:00:00
2129,A0VM9Q5M,Kary Hendrixson,GTXPro,Doncon,Lost,2017-04-05,2017-04-15,0.0,10 days 00:00:00
2130,P9SDPJJO,Kary Hendrixson,GTX Basic,Green-Plus,Won,2017-04-05,2017-04-06,450.0,1 days 00:00:00
2131,NW6OPA4M,Kary Hendrixson,GTX Plus Pro,Blackzim,Won,2017-04-05,2017-05-21,4983.0,46 days 00:00:00
2132,ZZQB2NPD,Lajuana Vencill,GTX Plus Basic,Ron-tech,Won,2017-04-05,2017-06-19,1140.0,75 days 00:00:00
2133,9ILB20UV,Markita Hansen,MG Special,,Engaging,2017-04-05,,,0
2134,KG5JIU81,Markita Hansen,GTX Plus Basic,Faxquote,Lost,2017-04-05,2017-04-07,0.0,2 days 00:00:00
2135,4XGA0K6N,Markita Hansen,MG Advanced,J-Texon,Won,2017-04-05,2017-06-22,3188.0,78 days 00:00:00
2136,MV1LBCP5,Reed Clapper,GTX Basic,Silis,Lost,2017-04-05,2017-04-06,0.0,1 days 00:00:00
2137,UIFIWKNI,Reed Clapper,GTX Plus Basic,Xx-zobam,Won,2017-04-05,2017-08-02,1091.0,119 days 00:00:00
2138,MBGVOGCY,Reed Clapper,GTX Plus Pro,Bioplex,Won,2017-04-05,2017-04-12,5095.0,7 days 00:00:00
2139,2WQ5FUPR,Reed Clapper,MG Special,Condax,Won,2017-04-05,2017-08-02,51.0,119 days 00:00:00
2140,DA6LGJ66,Rosalina Dieter,MG Special,Green-Plus,Won,2017-04-05,2017-06-19,62.0,75 days 00:00:00
2141,OJSYLHMZ,Vicki Laflamme,GTX Basic,Zoomit,Won,2017-04-05,2017-06-28,550.0,84 days 00:00:00
2142,QO6CI3P4,Violet Mclelland,MG Special,Gekko & Co,Won,2017-04-05,2017-04-07,45.0,2 days 00:00:00
2143,PNO7D8PD,Zane Levy,GTX Basic,,Engaging,2017-04-05,,,0
2144,HJP5X1MT,Anna Snelling,GTX Basic,Dontechi,Won,2017-04-06,2017-06-09,527.0,64 days 00:00:00
2145,JO4MF90Q,Cassey Cress,GTX Basic,Kinnamplus,Lost,2017-04-06,2017-04-15,0.0,9 days 00:00:00
2146,RX95UPUC,Cassey Cress,GTX Plus Basic,Xx-zobam,Lost,2017-04-06,2017-05-30,0.0,54 days 00:00:00
2147,2GV66JA7,Daniell Hammack,MG Advanced,,Engaging,2017-04-06,,,0
2148,0SMQAD34,Darcel Schlecht,MG Advanced,Domzoom,Lost,2017-04-06,2017-04-08,0.0,2 days 00:00:00
2149,THMEDL51,Darcel Schlecht,MG Special,Rundofase,Won,2017-04-06,2017-04-14,64.0,8 days 00:00:00
2150,94B4785B,Donn Cantrell,MG Advanced,Plussunin,Won,2017-04-06,2017-04-15,3655.0,9 days 00:00:00
2151,AKMV6WN5,Elease Gluck,GTK 500,,Engaging,2017-04-06,,,0
2152,HPIKEMB9,Elease Gluck,MG Special,,Engaging,2017-04-06,,,0
2153,SLN6HHLD,Gladys Colclough,MG Special,Bioholding,Lost,2017-04-06,2017-04-16,0.0,10 days 00:00:00
2154,MU3PM8ON,Gladys Colclough,MG Advanced,Rundofase,Lost,2017-04-06,2017-04-13,0.0,7 days 00:00:00
2155,U0E0XHK9,Hayden Neloms,MG Advanced,,Engaging,2017-04-06,,,0
2156,E6GVZ30Q,James Ascencio,GTX Basic,Finjob,Won,2017-04-06,2017-05-21,561.0,45 days 00:00:00
2157,8254HM4E,Kami Bicknell,GTX Plus Basic,,Engaging,2017-04-06,,,0
2158,QVWM8LUB,Kary Hendrixson,GTX Basic,Hatfan,Lost,2017-04-06,2017-08-06,0.0,122 days 00:00:00
2159,7C2HU8OC,Kary Hendrixson,GTX Plus Basic,Faxquote,Lost,2017-04-06,2017-04-16,0.0,10 days 00:00:00
2160,74P8ZFDD,Kary Hendrixson,GTX Plus Pro,Plexzap,Won,2017-04-06,2017-04-07,6154.0,1 days 00:00:00
2161,MB3376Q1,Kary Hendrixson,GTXPro,Cheers,Won,2017-04-06,2017-04-12,4756.0,6 days 00:00:00
2162,RSAGMF10,Lajuana Vencill,GTX Basic,Streethex,Lost,2017-04-06,2017-04-14,0.0,8 days 00:00:00
2163,3N6VGWVS,Lajuana Vencill,MG Special,Gogozoom,Won,2017-04-06,2017-05-30,61.0,54 days 00:00:00
2164,KG61YJ92,Moses Frase,GTX Basic,Warephase,Won,2017-04-06,2017-06-24,575.0,79 days 00:00:00
2165,Z4A1R9CJ,Moses Frase,GTX Plus Basic,Finhigh,Won,2017-04-06,2017-05-22,1147.0,46 days 00:00:00
2166,I6ZWBDU6,Moses Frase,MG Advanced,Funholding,Won,2017-04-06,2017-06-12,3161.0,67 days 00:00:00
2167,3DB2J8UR,Niesha Huffines,GTX Basic,Isdom,Lost,2017-04-06,2017-04-16,0.0,10 days 00:00:00
2168,6ER2KL7X,Vicki Laflamme,MG Advanced,Condax,Lost,2017-04-06,2017-04-14,0.0,8 days 00:00:00
2169,CBTC7BHL,Vicki Laflamme,GTX Basic,Scotfind,Won,2017-04-06,2017-05-04,525.0,28 days 00:00:00
2170,93JCG10L,Zane Levy,GTXPro,Dalttechnology,Won,2017-04-06,2017-04-12,4168.0,6 days 00:00:00
2171,X9BUD48V,Anna Snelling,GTX Basic,Warephase,Won,2017-04-07,2017-04-08,596.0,1 days 00:00:00
2172,QCNOCX0P,Boris Faz,GTXPro,,Engaging,2017-04-07,,,0
2173,TQLJOZBP,Boris Faz,MG Special,Zotware,Won,2017-04-07,2017-04-15,59.0,8 days 00:00:00
2174,9IE6GBXM,Cassey Cress,GTXPro,Ontomedia,Lost,2017-04-07,2017-05-14,0.0,37 days 00:00:00
2175,M9V8824W,Corliss Cosme,MG Advanced,,Engaging,2017-04-07,,,0
2176,BG2656VA,Corliss Cosme,GTX Plus Pro,Konex,Won,2017-04-07,2017-04-15,5684.0,8 days 00:00:00
2177,JXBUN5MY,Daniell Hammack,MG Advanced,Kan-code,Lost,2017-04-07,2017-04-15,0.0,8 days 00:00:00
2178,7TJEHAED,Darcel Schlecht,GTXPro,Gogozoom,Won,2017-04-07,2017-04-15,4413.0,8 days 00:00:00
2179,QPOE9V6Y,Donn Cantrell,MG Advanced,Opentech,Lost,2017-04-07,2017-04-17,0.0,10 days 00:00:00
2180,ULJM9JGL,Donn Cantrell,MG Advanced,Vehement Capital Partners,Lost,2017-04-07,2017-04-15,0.0,8 days 00:00:00
2181,PYY9M6Q4,Donn Cantrell,GTXPro,Mathtouch,Won,2017-04-07,2017-04-13,4152.0,6 days 00:00:00
2182,WAF692K8,Elease Gluck,MG Special,Dalttechnology,Won,2017-04-07,2017-06-24,51.0,78 days 00:00:00
2183,0UDLH6I3,Garret Kinder,GTX Basic,Zathunicon,Lost,2017-04-07,2017-04-15,0.0,8 days 00:00:00
2184,WUGE2QUO,Gladys Colclough,MG Advanced,Toughzap,Lost,2017-04-07,2017-04-18,0.0,11 days 00:00:00
2185,XBLA9VO6,James Ascencio,GTX Plus Basic,Sonron,Won,2017-04-07,2017-05-18,1103.0,41 days 00:00:00
2186,QL7H3WQZ,Jonathan Berthelot,GTX Plus Basic,Warephase,Won,2017-04-07,2017-04-09,1091.0,2 days 00:00:00
2187,DXBLA2BS,Jonathan Berthelot,GTX Plus Basic,Zumgoity,Won,2017-04-07,2017-04-17,1189.0,10 days 00:00:00
2188,EYW0QD8A,Jonathan Berthelot,GTXPro,Streethex,Won,2017-04-07,2017-06-27,4534.0,81 days 00:00:00
2189,NXWNJ7U5,Kami Bicknell,GTX Basic,Golddex,Lost,2017-04-07,2017-05-12,0.0,35 days 00:00:00
2190,8LVFBGN4,Kami Bicknell,GTX Plus Basic,Konex,Lost,2017-04-07,2017-04-16,0.0,9 days 00:00:00
2191,UUGY3W44,Kary Hendrixson,GTX Basic,,Engaging,2017-04-07,,,0
2192,BHHDOY2E,Kary Hendrixson,MG Advanced,,Engaging,2017-04-07,,,0
2193,SUQNORF2,Lajuana Vencill,GTX Basic,Codehow,Lost,2017-04-07,2017-04-16,0.0,9 days 00:00:00
2194,3M03SX77,Markita Hansen,GTX Basic,Condax,Won,2017-04-07,2017-04-13,522.0,6 days 00:00:00
2195,C7Y0UUIN,Markita Hansen,GTXPro,Goodsilron,Won,2017-04-07,2017-05-27,5012.0,50 days 00:00:00
2196,DI6H5ERU,Maureen Marcano,GTX Plus Basic,Rantouch,Won,2017-04-07,2017-04-08,1109.0,1 days 00:00:00
